X,Y,R
0.858436,-18.3948,1
0.822207,-18.4991,1
0.783915,-18.6052,1
0.743524,-18.7133,1
0.70101,-18.8237,1
0.656363,-18.9367,1
0.609602,-19.0528,1
0.560781,-19.1724,1
0.510013,-19.2959,1
0.457498,-19.4241,1
0.403565,-19.5577,1
0.34873,-19.6974,1
0.29378,-19.8441,1
0.239875,-19.9989,1
0.188658,-20.1624,1
0.142317,-20.335,1
0.103501,-20.5166,1
0.0749479,-20.7056,1
0.0588219,-20.8995,1
0.0560322,-21.0949,1
0.0659848,-21.2885,1
0.0869368,-21.4775,1
0.11664,-21.6604,1
0.152876,-21.8365,1
0.193739,-22.0058,1
0.237714,-22.1685,1
0.283642,-22.3251,1
0.330659,-22.4761,1
0.378127,-22.6221,1
0.425575,-22.7636,1
0.47266,-22.9009,1
0.519127,-23.0346,1
0.56479,-23.1648,1
0.60951,-23.2921,1
0.653186,-23.4165,1
0.695746,-23.5384,1
0.737134,-23.658,1
0.777311,-23.7754,1
0.816251,-23.8909,1
0.853934,-24.0046,1
0.890347,-24.1166,1
0.925482,-24.227,1
0.959335,-24.336,1
0.991904,-24.4436,1
1.02319,-24.55,1
1.05319,-24.6553,1
1.08191,-24.7594,1
1.10935,-24.8625,1
1.13551,-24.9647,1
1.1604,-25.066,1
1.18402,-25.1664,1
1.20637,-25.2661,1
1.22745,-25.365,1
1.24727,-25.4632,1
1.26581,-25.5608,1
1.2831,-25.6579,1
1.29911,-25.7543,1
1.31386,-25.8502,1
1.32734,-25.9457,1
1.33954,-26.0407,1
1.35046,-26.1353,1
1.36011,-26.2296,1
1.36846,-26.3235,1
1.37551,-26.4171,1
1.38126,-26.5104,1
1.3857,-26.6035,1
1.38882,-26.6964,1
1.3906,-26.7891,1
1.39103,-26.8817,1
1.3901,-26.9742,1
1.38779,-27.0666,1
1.38409,-27.159,1
1.37898,-27.2514,1
1.37244,-27.3439,1
1.36445,-27.4364,1
1.35498,-27.5291,1
1.34401,-27.622,1
1.33152,-27.715,1
1.31747,-27.8084,1
1.30184,-27.9021,1
1.28459,-27.9962,1
1.26569,-28.0908,1
1.2451,-28.186,1
1.22279,-28.2817,1
1.19871,-28.3781,1
1.17281,-28.4754,1
1.14506,-28.5736,1
1.1154,-28.6728,1
1.08379,-28.7732,1
1.05018,-28.8749,1
1.01452,-28.9781,1
0.976764,-29.0831,1
0.93687,-29.19,1
0.894806,-29.2991,1
0.850555,-29.4108,1
0.804121,-29.5254,1
0.755544,-29.6434,1
0.704918,-29.7653,1
0.652415,-29.8917,1
0.598329,-30.0233,1
0.54313,-30.1609,1
0.487545,-30.3055,1
0.432659,-30.4579,1
0.380028,-30.619,1
0.331759,-30.7894,1
0.290457,-30.969,1
0.258906,-31.1564,1
0.239443,-31.3494,1
0.233238,-31.5447,1
0.23996,-31.7387,1
0.25804,-31.9288,1
0.285299,-32.1131,1
0.31951,-32.2909,1
0.358724,-32.4618,1
0.401366,-32.6263,1
0.446228,-32.7846,1
0.492398,-32.9373,1
0.539201,-33.0849,1
0.586138,-33.2279,1
0.632841,-33.3667,1
0.679035,-33.5018,1
0.72452,-33.6334,1
0.769145,-33.7619,1
0.812799,-33.8876,1
0.855399,-34.0107,1
0.896885,-34.1314,1
0.937211,-34.25,1
0.976346,-34.3665,1
1.01427,-34.4812,1
1.05095,-34.5941,1
1.0864,-34.7055,1
1.12059,-34.8153,1
1.15353,-34.9238,1
1.18522,-35.031,1
1.21564,-35.137,1
1.24481,-35.2418,1
1.27272,-35.3456,1
1.29937,-35.4485,1
1.32477,-35.5504,1
1.34892,-35.6514,1
1.37181,-35.7516,1
1.39346,-35.851,1
1.41385,-35.9497,1
1.43299,-36.0478,1
1.45087,-36.1452,1
1.4675,-36.242,1
1.48288,-36.3383,1
1.497,-36.4341,1
1.50985,-36.5294,1
1.52143,-36.6243,1
1.53174,-36.7187,1
1.54077,-36.8128,1
1.54851,-36.9066,1
1.55495,-37,1
1.56009,-37.0932,1
1.56391,-37.1862,1
1.56639,-37.2789,1
1.56754,-37.3715,1
1.56733,-37.4639,1
1.56575,-37.5563,1
1.56278,-37.6486,1
1.55839,-37.7408,1
1.55258,-37.8331,1
1.54532,-37.9254,1
1.53659,-38.0178,1
1.52635,-38.1104,1
1.51459,-38.2032,1
1.50128,-38.2962,1
1.48637,-38.3895,1
1.46985,-38.4831,1
1.45167,-38.5772,1
1.4318,-38.6718,1
1.41019,-38.7669,1
1.3868,-38.8627,1
1.36159,-38.9593,1
1.33451,-39.0567,1
1.30551,-39.1551,1
1.27455,-39.2546,1
1.24155,-39.3554,1
1.20648,-39.4576,1
1.16929,-39.5615,1
1.12992,-39.6672,1
1.08834,-39.7751,1
1.04453,-39.8854,1
0.99846,-39.9986,1
0.950173,-40.1151,1
0.899739,-40.2353,1
0.847305,-40.3599,1
0.793132,-40.4895,1
0.737644,-40.6251,1
0.681511,-40.7674,1
0.625744,-40.9175,1
0.571811,-41.0763,1
0.521734,-41.2444,1
0.478063,-41.4218,1
0.443611,-41.6075,1
0.420863,-41.7995,1
0.411244,-41.9944,1
0.41469,-42.1888,1
0.429824,-42.3799,1
0.454553,-42.5655,1
0.486653,-42.7448,1
0.524134,-42.9174,1
0.56537,-43.0835,1
0.609096,-43.2435,1
0.654357,-43.3979,1
0.70044,-43.5471,1
0.746814,-43.6916,1
0.793086,-43.8319,1
0.838964,-43.9684,1
0.884231,-44.1014,1
0.928722,-44.2312,1
0.972317,-44.3581,1
1.01492,-44.4824,1
1.05648,-44.6043,1
1.09692,-44.724,1
1.13622,-44.8415,1
1.17435,-44.9572,1
1.21129,-45.0711,1
1.24702,-45.1834,1
1.28153,-45.2942,1
1.31482,-45.4035,1
1.34688,-45.5115,1
1.37771,-45.6183,1
1.40731,-45.7239,1
1.43567,-45.8284,1
1.4628,-45.9318,1
1.48869,-46.0344,1
1.51335,-46.136,1
1.53678,-46.2367,1
1.55897,-46.3367,1
1.57992,-46.4359,1
1.59964,-46.5344,1
1.61812,-46.6323,1
1.63536,-46.7295,1
1.65135,-46.8262,1
1.6661,-46.9223,1
1.67959,-47.0179,1
1.69183,-47.113,1
1.7028,-47.2077,1
1.7125,-47.302,1
1.72092,-47.3959,1
1.72805,-47.4895,1
1.73388,-47.5828,1
1.7384,-47.6759,1
1.7416,-47.7686,1
1.74346,-47.8612,1
1.74397,-47.9537,1
1.74311,-48.0459,1
1.74086,-48.1381,1
1.73722,-48.2303,1
1.73214,-48.3224,1
1.72562,-48.4145,1
1.71762,-48.5067,1
1.70813,-48.599,1
1.6971,-48.6914,1
1.68453,-48.7841,1
1.67036,-48.877,1
1.65457,-48.9702,1
1.63712,-49.0638,1
1.61797,-49.1578,1
1.59708,-49.2524,1
1.57441,-49.3476,1
1.5499,-49.4434,1
1.52352,-49.5401,1
1.49519,-49.6377,1
1.46489,-49.7364,1
1.43254,-49.8362,1
1.39809,-49.9375,1
1.36148,-50.0403,1
1.32267,-50.1449,1
1.28161,-50.2516,1
1.23826,-50.3606,1
1.1926,-50.4723,1
1.14465,-50.5873,1
1.09446,-50.7058,1
1.04215,-50.8286,1
0.98795,-50.9564,1
0.932248,-51.0899,1
0.875652,-51.23,1
0.819101,-51.3778,1
0.763979,-51.5342,1
0.712215,-51.6999,1
0.666297,-51.8751,1
0.629046,-52.059,1
0.603076,-52.2497,1
0.590053,-52.4441,1
0.590185,-52.6388,1
0.602306,-52.8306,1
0.624422,-53.0175,1
0.654325,-53.1983,1
0.689993,-53.3725,1
0.729746,-53.5403,1
0.772268,-53.7019,1
0.816558,-53.8579,1
0.861863,-54.0087,1
0.907621,-54.1548,1
0.953415,-54.2965,1
0.998932,-54.4344,1
1.04394,-54.5688,1
1.08826,-54.6999,1
1.13176,-54.8281,1
1.17434,-54.9536,1
1.21592,-55.0767,1
1.25646,-55.1974,1
1.2959,-55.3161,1
1.33421,-55.4328,1
1.37137,-55.5477,1
1.40736,-55.6609,1
1.44217,-55.7725,1
1.47578,-55.8827,1
1.5082,-55.9915,1
1.53942,-56.0991,1
1.56942,-56.2054,1
1.59822,-56.3106,1
1.6258,-56.4148,1
1.65218,-56.518,1
1.67733,-56.6202,1
1.70128,-56.7215,1
1.724,-56.822,1
1.74551,-56.9218,1
1.76579,-57.0208,1
1.78485,-57.1191,1
1.80268,-57.2167,1
1.81929,-57.3137,1
1.83465,-57.4102,1
1.84878,-57.5061,1
1.86166,-57.6015,1
1.87328,-57.6965,1
1.88365,-57.791,1
1.89274,-57.8851,1
1.90056,-57.9789,1
1.90708,-58.0723,1
1.9123,-58.1654,1
1.91621,-58.2583,1
1.91878,-58.3509,1
1.92001,-58.4433,1
1.91987,-58.5356,1
1.91836,-58.6277,1
1.91544,-58.7197,1
