X,Y,R
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
960.103,0,0
